AirQualityStation,Latitude,Longitude,source
at60164,47.0556109994646,15.416603,EEA
at60170,47.0416679994646,15.433056,EEA
at60171,47.0594439994646,15.466666,EEA
at60172,47.0692399994646,15.431945,EEA
at60177,47.5654389994654,14.244676,EEA
at60178,47.2157029994648,15.628392,EEA
at60180,47.4094429994652,15.253333,EEA
at60181,47.2172239994649,15.628333,EEA
at60182,47.5672222216877,14.2436111111111,EEA
at60191,47.1356999994647,15.3232,EEA
at60194,47.6047222216877,15.6730555555556,EEA
at60195,46.8138888883532,15.2127777777778,EEA
at60197,46.7783333327976,15.5405555555556,EEA
at60198,47.0473499994646,16.07905,EEA
at72106,47.2712899994649,11.4169445,EEA
at72110,47.2626193994649,11.3923611,EEA
at72113,47.2699027994649,11.3746611,EEA
at72227,47.278069999465004,11.512497,EEA
at72311,47.218056,10.736114,EEA
at72315,47.2169471994649,10.7357167,EEA
at72519,47.4285527994652,11.8718028,EEA
at72530,47.4885582994653,12.066633,EEA
at72547,47.5805277994654,12.1692472,EEA
at72552,47.5818082994654,12.1724111,EEA
at72705,47.4698369994652,10.682283,EEA
at72821,47.3487739994651,11.692028,EEA
at72822,47.3499916994651,11.6945417,EEA
at72910,46.8277319994643,12.765622,EEA
at72912,46.8191110994643,12.766025,EEA
at80706,47.4101639994652,9.653713,EEA
at80709,47.459687777243,9.64055333333333,EEA
at80710,47.4324908327985,9.65048222222222,EEA
at80807,47.4100322216874,9.7434408333333309,EEA
at81919,47.2394449994649,9.597696,EEA
at82708,47.1564829994648,9.822944,EEA
at900ke,48.1567079994665,16.476050999999998,EEA
at900za,48.2489929994668,16.357079,EEA
at90a23,48.2030599994666,16.43455,EEA
at90akc,48.2191099994667,16.349818,EEA
at90flo,48.2610859994668,16.396954,EEA
at90laa,48.1610363883555,16.3929202777778,EEA
at90mba,48.1883724994666,16.3000202777778,EEA
at90tab,48.2167394439111,16.3809180555556,EEA
at9belg,48.1743530550222,16.3614172222222,EEA
at9gaud,48.187146943911,16.3393311111111,EEA
at9kend,48.2049999994667,16.30975,EEA
at9lies,48.1412499994665,16.30127778,EEA
at9rinn,48.1841441661333,16.4065972222222,EEA
at9scha,48.2353699994667,16.301563,EEA
at9stad,48.2263608328,16.458345,EEA
at9stef,48.2081499994666,16.3732536111111,EEA
ba0002a,44.20222,17.9005,EEA
ba0029a,43.867496,18.423061,EEA
ba0031a,44.540554,18.673338,EEA
ba0032a,44.534721,18.661678,EEA
ba0034a,44.796944,17.196667,EEA
ba0035a,43.856388,18.41361,EEA
ba0037a,44.199,17.9127,EEA
ba0040a,44.343,17.2679,EEA
ba0041a,43.6616,18.9775,EEA
ba0042a,43.8484,18.3637,EEA
ba0043a,43.8301,18.3111,EEA
ba0045a,44.5332,18.5347,EEA
ba0046a,44.4541,18.6485,EEA
ba0048a,44.97,16.71,EEA
begbb15,51.2134632158996,3.23406610187119,EEA
begr701,51.0583317166618,3.72929817169059,EEA
begr801,51.2096625313066,4.43182104696884,EEA
begr811,51.2521034122412,4.49136202793544,EEA
belab01,51.281544,4.328578,EEA
belab02,51.340727492302,4.32182021475228,EEA
belal01,51.236194200299,4.38522368445472,EEA
belal04,51.291199,4.292058,EEA
belal05,51.2631177172701,4.27888982166783,EEA
belgk06,50.9278918436631,5.47062003748762,EEA
belgk09,50.935181,5.491489,EEA
belhb23,51.1702980388321,4.34100506456284,EEA
belld01,51.1099761208639,5.00486439358777,EEA
belld02,51.1203841374963,5.02154597760984,EEA
belml01,51.016525,4.461097,EEA
belmn01,50.7934690447113,3.10964187449867,EEA
belob01,50.9172284414243,3.30738579933576,EEA
belob02,50.9149529612786,3.37621163108602,EEA
belr801,51.210197,4.430547,EEA
belr833,51.3276588718917,4.36226059320037,EEA
belrb01,51.089397131683,4.33123202731084,EEA
belrl01,50.953177280636,3.12115559890125,EEA
belsa04,51.3139288945411,4.40386813974961,EEA
belsz02,50.9130204234224,4.51218434619029,EEA
betb001,50.8457780295452,4.36811326203202,EEA
betb004,50.8520509509821,4.34777750605076,EEA
betb005,50.840669,4.377467,EEA
betb006,50.8386401775638,4.37438828456211,EEA
betb011,50.8578061070839,4.2887060172952,EEA
bete007,50.7952986270859,4.25262845287286,EEA
bete008,50.9260951164893,4.39592001413703,EEA
bete013,50.8117008944185,4.32838466510102,EEA
bete701,50.8324978372272,3.40574729165385,EEA
bete704,51.1761001044641,3.86992817275221,EEA
bete812,50.9679780667593,5.53773974329487,EEA
bete813,51.0937326975631,5.14575153087985,EEA
beth201,50.6249915692964,5.54746418257081,EEA
betm204,50.6119227069516,5.61114976281943,EEA
betm705,50.9453592417478,3.15240159047001,EEA
betm802,51.2609897078635,4.42439900693533,EEA
betmeu1,50.8950010110403,4.39571678678469,EEA
betn027,51.1337166964098,5.60665921970447,EEA
betn035,50.9775413785115,4.83761801569861,EEA
betn040,50.7681375136532,4.22519424674671,EEA
betn041,50.768379,4.222928,EEA
betn043,50.8836946512424,4.38297750509656,EEA
betn045,50.9397118654647,5.36837853229426,EEA
betn051,50.798915604087,3.93029323760176,EEA
betn052,50.8148738703176,3.32249431903728,EEA
betn070,50.4651921568256,3.93971432552384,EEA
betr001,50.8497105185554,4.33410367982512,EEA
betr002,50.8251278954322,4.38456272066359,EEA
betr010,50.8651078838423,4.42842728356121,EEA
betr012,50.7966496250506,4.35862395810911,EEA
betr020,50.9413871149913,4.43672076353407,EEA
betr201,50.6286458052892,5.57523294680752,EEA
betr221,50.6584444171848,5.62783529085265,EEA
betr222,50.6134125018802,5.57022281411258,EEA
betr223,50.6206708792376,5.51640475514299,EEA
betr240,50.5836143477672,5.39744605012733,EEA
betr501,50.4093114524138,4.45217178104986,EEA
betr502,50.4289953932951,4.45868085802172,EEA
betr510,50.4164333599369,4.52113020813044,EEA
betr511,50.3775921025271,4.42470045040247,EEA
betr512,50.4078101998156,4.39589711703924,EEA
betr701,51.0583317166618,3.72929817169059,EEA
betr702,51.0406894198246,3.73497147968531,EEA
betr710,51.0612776980517,3.77526238964536,EEA
betr721,51.0889577240613,3.71611937069602,EEA
betr731,51.1246905122968,3.73950422044193,EEA
betr750,51.1960632688959,3.82292004680433,EEA
betr801,51.2096625313066,4.43182104696884,EEA
betr802,51.20951873198,4.43179223079244,EEA
betr803,51.2286298134603,4.42845417753557,EEA
betr805,51.2082294722138,4.42155925106527,EEA
betr811,51.2521034122412,4.49136202793544,EEA
betr815,51.2146988167721,4.33220643231032,EEA
betr817,51.1771308881904,4.41794863777773,EEA
betr820,51.3204167857085,4.44481061898005,EEA
betr821,51.2154995196423,4.25031466591732,EEA
betr822,51.26482,4.340008,EEA
betr832,51.081024,4.352316,EEA
betr833,51.32819,4.360989,EEA
betr834,51.0920000379014,4.38010354488249,EEA
betr841,51.0025259687826,4.46932103654779,EEA
betr891,51.25634,4.384089,EEA
betr892,51.2630368232114,4.27888997650593,EEA
betr893,51.2813780561493,4.38577061951101,EEA
betr894,51.284031,4.348225,EEA
betr897,51.2501064987036,4.34210451132214,EEA
betwol1,50.856713052151,4.42576065904447,EEA
bg0012a,43.220181,27.914994,EEA
bg0018a,41.636078,25.379683,EEA
bg0019a,43.4118,24.615006,EEA
bg0020a,43.0742,25.604883,EEA
bg0024a,42.727489,23.556006,EEA
bg0026a,42.146475,25.875406,EEA
bg0032a,42.01444,24.88251,EEA
bg0034a,42.023153,24.840108,EEA
bg0038a,43.268206,26.938439,EEA
bg0039a,42.434197,25.631522,EEA
bg0040a,42.732292,23.310972,EEA
bg0041a,42.056383,25.59345,EEA
bg0043a,43.207978,23.557414,EEA
bg0044a,42.518892,27.375144,EEA
bg0045a,43.851367,25.964086000000002,EEA
bg0046a,42.578275,23.113975,EEA
bg0047a,42.191408,24.33685,EEA
bg0049a,42.60995,23.036928,EEA
bg0050a,42.680558,23.296786,EEA
bg0051a,42.142889,24.765239,EEA
bg0052a,42.666508,23.400164,EEA
bg0054a,42.690353,23.33605,EEA
bg0055a,42.432356,25.637389,EEA
bg0056a,42.456622,27.420967,EEA
bg0057a,43.126475,25.691211,EEA
bg0058a,42.001933,23.097822,EEA
bg0060a,43.409706,23.223933,EEA
bg0061a,41.930214,25.55265,EEA
bg0063a,42.510153,27.468847,EEA
bg0065a,41.568353,24.735114,EEA
bg0066a,43.136925,24.715742,EEA
bg0067a,43.571594,27.832358,EEA
bg0068a,43.998464,22.874861,EEA
bg0069a,42.674006,26.338325,EEA
bg0071a,42.659758,27.720956,EEA
bg0072a,42.152642,24.750764,EEA
bg0073a,42.669797,23.268403,EEA
bg0074a,43.202936,27.904428,EEA
bg0075a,43.224389,27.915733,EEA
bg0076a,43.552883,27.833081,EEA
bg0077a,41.576623,24.714116,EEA
bg0078a,42.141186,24.787952,EEA
bg0079a,42.655488,23.383271,EEA
bg0080a,42.610335,23.032191,EEA
ch0002r,46.8130999994643,6.94448,EEA
ch0003r,47.4797999994653,8.90468,EEA
ch0005a,47.4028999994652,8.6134,EEA
ch0008a,47.5410999994654,7.58328,EEA
ch0010a,47.3775999994651,8.53041,EEA
ch0011a,46.0110999994635,8.9571,EEA
ch0013a,47.3867999994651,8.53981,EEA
ch0014a,47.5001999994653,8.73184,EEA
ch0017a,47.5658999994654,7.58208,EEA
ch0020a,46.9490999994645,7.44958,EEA
ch0021a,47.3708999994651,8.52354,EEA
ch0022a,47.0676999994646,8.30068,EEA
ch0028a,46.521999999464,6.63963,EEA
ch0029a,47.5669999994654,7.59471,EEA
ch0031a,46.9509999994645,7.44087,EEA
ch0033a,46.1602999994636,8.93394,EEA
ch0037a,46.542299999464,6.66293,EEA
ch0040a,47.055497,8.309833,EEA
ch0041a,46.9763999994645,7.47872,EEA
ch0042a,47.4288999994652,9.38652,EEA
ch0043a,46.0258999994636,8.96752,EEA
ch0044a,47.4386999994652,8.57012,EEA
ch0045a,46.278103,6.221283,EEA
ch0046a,46.1955999994637,6.21125,EEA
ch0048a,46.2160999994637,6.15129,EEA
ch0049a,46.1988999994637,6.13221,EEA
ch0050a,46.2310999994637,6.07417,EEA
ch0054a,46.9630999994645,7.46252,EEA
ch0055a,46.2077999994637,6.14113,EEA
ch0056a,47.0457999994646,8.30439,EEA
ch0057a,47.4270999994652,9.37399,EEA
ch0058a,47.3951999994651,8.52608,EEA
ch0059a,47.3814999994651,8.56592,EEA
ch0060a,47.5081999994653,8.72035,EEA
cy0004a,35.151944,33.347778,EEA
cy0005a,34.68166733,33.01777649,EEA
cy0006a,35.12694168,33.33166504,EEA
cy0007a,34.91361237,33.61583328,EEA
cy0008a,34.7794456494964,32.43861389,EEA
cz0abra,50.0420036315918,14.411826133728,EEA
cz0abre,50.0843849182129,14.3801164627075,EEA
cz0acho,50.0301704406738,14.5174503326416,EEA
cz0akal,50.09423828125,14.4420490264893,EEA
cz0akob,50.1221885681152,14.4675779342651,EEA
cz0aleg,50.0723876953125,14.4306726455688,EEA
cz0alib,50.0073051452637,14.44593334198,EEA
cz0amly,50.071617,14.383689,EEA
cz0apru,50.0622978210449,14.5378198623657,EEA
cz0arep,50.0880661010742,14.429220199585,EEA
cz0arie,50.0814819335937,14.4426918029785,EEA
cz0asmi,50.0731353759766,14.3981409072876,EEA
cz0asto,50.0461311340332,14.331413269043,EEA
cz0asuc,50.1265296936035,14.3846387863159,EEA
cz0avel,50.097462,14.352567,EEA
cz0avex,50.0974617004395,14.3525667190552,EEA
cz0avrs,50.0664291381836,14.4461517333984,EEA
cz0avyn,50.1110801696777,14.5030956268311,EEA
cz0bbdn,49.2027244567871,16.6162872314453,EEA
cz0bbnd,49.2054609994691,16.597269,EEA
cz0bbne,49.255542755127,16.6204967498779,EEA
cz0bbnf,49.2164726257324,16.5677604675293,EEA
cz0bbni,49.2132110595703,16.6780242919922,EEA
cz0bbnv,49.1980895996094,16.5936431884766,EEA
cz0bvys,49.2809638977051,16.9796237945557,EEA
cz0bzno,48.8429565429688,16.0601272583008,EEA
cz0ccba,48.9519004821777,14.469916343689,EEA
cz0ccbd,48.9843864440918,14.4656839370728,EEA
cz0cpra,49.0160865783691,14.0004444122314,EEA
cz0ctab,49.4112319946289,14.6763887405395,EEA
cz0cvod,49.146671295166,14.171667098999,EEA
cz0emtp,49.7589950561523,16.6667213439941,EEA
cz0emtr,49.7581214904785,16.6518020629883,EEA
cz0epao,50.0421981811523,15.7394142150879,EEA
cz0epau,50.0240364074707,15.7635488510132,EEA
cz0hhkb,50.1953620910644,15.8463764190674,EEA
cz0hhko,50.1776313781738,15.8383903503418,EEA
cz0hhkt,50.2185325622559,15.857006072998,EEA
cz0hjic,50.4394989013672,15.3526411056519,EEA
cz0hrnk,50.1723823547363,16.268238067627,EEA
cz0htrm,50.5818138122559,15.8939561843872,EEA
cz0htrt,50.5658798217773,15.9039268493652,EEA
cz0hvrc,50.613079,15.610461,EEA
cz0jjih,49.4015960693359,15.6102457046509,EEA
cz0jtre,49.2234382629395,15.8657779693604,EEA
cz0jvme,49.350254,16.020899,EEA
cz0kchm,50.065860748291,12.3634424209595,EEA
cz0kkva,50.2355842590332,12.8852434158325,EEA
cz0kkvm,50.2301523986711,12.8656714991598,EEA
cz0ksom,50.1728248596191,12.6728181838989,EEA
cz0lclm,50.6980438232422,14.5373449325562,EEA
cz0ljnm,50.7273635864258,15.1621561050415,EEA
cz0llil,50.7551002502441,15.0699672698975,EEA
cz0llim,50.7649383544922,15.0538969039917,EEA
cz0ltas,50.7384643554688,15.302906036377,EEA
cz0mdst,49.9319648742676,16.9607734680176,EEA
cz0molj,49.6014633178711,17.238073348999,EEA
cz0mprr,49.4516563415527,17.454158782959,EEA
cz0mpst,49.4678573608398,17.114725112915,EEA
cz0pkuj,49.7220001220703,13.618537902832,EEA
cz0ppla,49.7324485778809,13.4022808074951,EEA
cz0pplb,49.7283935546875,13.3755397796631,EEA
cz0pple,49.7473297119141,13.3810386657715,EEA
cz0ppll,49.7701263427734,13.368221282959,EEA
cz0ppls,49.7459907531738,13.3207483291626,EEA
cz0sber,49.9579277038574,14.0583000183105,EEA
cz0sbrl,50.1898002624512,14.660454750061,EEA
cz0sklm,50.1438598632812,14.1017837524414,EEA
cz0skls,50.1674118041992,14.1060476303101,EEA
cz0skuh,49.9612998962402,15.2731275558472,EEA
cz0smbo,50.4286460876465,14.9138593673706,EEA
cz0spbr,49.6763153076172,13.9912223815918,EEA
cz0spri,49.684944152832,14.007740020752,EEA
cz0tbom,49.9041389994712,18.347361,EEA
cz0tbrs,49.9874763488769,17.4694805145264,EEA
cz0tctn,49.7489585876465,18.6097259521484,EEA
cz0tfmi,49.6717910766602,18.3510704040527,EEA
cz0tfrb,49.5430469994701,18.211217,EEA
cz0thar,49.7909774780273,18.4068355560303,EEA
cz0tkar,49.8637962341309,18.5514526367188,EEA
cz0tlud,49.8879886582789,18.2440647682402,EEA
cz0tnuj,49.5941925048828,18.7439651489258,EEA
cz0tocb,49.8398475646973,18.2899761199951,EEA
cz0toff,49.8391876220703,18.2636890411377,EEA
cz0topo,49.8252944946289,18.1592750549316,EEA
cz0topr,49.856258392334,18.2697410583496,EEA
cz0toro,49.8185577392578,18.340389251709,EEA
cz0torv,49.875659942627,18.4336071014404,EEA
cz0tovk,49.9449882507324,17.9095306396484,EEA
cz0tozr,49.7960395812988,18.2471809387207,EEA
cz0tpis,49.5736236572266,18.7849006652832,EEA
cz0tryc,49.8716697692871,18.377254486084,EEA
cz0ttrk,49.6723785400391,18.6430377960205,EEA
cz0ttro,49.6681137084961,18.6777992248535,EEA
cz0uchm,50.467529296875,13.4126958847046,EEA
cz0udcm,50.7741508483887,14.2187938690186,EEA
cz0ultt,50.5408973693848,14.1194086074829,EEA
cz0umom,50.5103645324707,13.6452722549438,EEA
cz0utpm,50.6452789306641,13.8512496948242,EEA
cz0uuld,50.6831245422363,13.9978733062744,EEA
cz0uulk,50.6835250854492,14.0411949157715,EEA
cz0uulm,50.6610946655273,14.0430631637573,EEA
cz0zuhr,49.0679512023926,17.4668483734131,EEA
cz0zvmz,49.4720573425293,17.9669761657715,EEA
cz0zvsh,49.3444480895996,17.9960117340088,EEA
cz0zzln,49.2329063415527,17.6671752929688,EEA
debb007,51.462734,13.526796,EEA
debb021,52.401352,13.059945,EEA
debb029,53.064262,14.285139,EEA
debb032,52.146264,14.638166,EEA
debb042,52.339953,14.531918,EEA
debb044,51.756593,14.327998,EEA
debb045,52.337336,14.538595,EEA
debb048,52.93189,12.809481,EEA
debb049,52.409309,12.548376,EEA
debb054,52.393932,13.037474,EEA
debb055,52.420442,12.552303,EEA
debb060,52.832467,13.822211,EEA
debb063,52.99875,11.73846,EEA
debb064,51.746848,14.33447,EEA
debb067,52.608609,12.885194,EEA
debb068,52.677651,13.582269,EEA
debb073,52.388869,13.094618,EEA
debb075,52.484168,13.123698,EEA
debb082,52.294633,13.619784,EEA
debb083,51.5645,14.3764,EEA
debb086,52.349703,13.424304,EEA
debb087,51.75413,14.325549,EEA
debb092,52.33468,14.52596,EEA
debb099,52.481882,13.84825,EEA
debe010,52.543041,13.349326,EEA
debe018,52.485814,13.348775,EEA
debe034,52.489451,13.430844,EEA
debe056,52.447697,13.64705,EEA
debe061,52.463611,13.31825,EEA
debe063,52.467534,13.441654,EEA
debe064,52.481709,13.433967,EEA
debe065,52.514072,13.469931,EEA
debe066,52.485296,13.529504,EEA
debe067,52.5066,13.332972,EEA
debe068,52.513606,13.418833,EEA
debe069,52.438115,13.38772,EEA
debw001,49.010114,8.418378,EEA
debw004,49.07655,8.40666,EEA
debw005,49.544078,8.465281,EEA
debw006,49.475758,8.478017,EEA
debw007,49.431986,8.525819,EEA
debw009,49.419528,8.6767,EEA
debw010,49.300731,8.700103,EEA
debw011,48.825575,9.172506,EEA
debw013,48.8088,9.229745,EEA
debw015,49.165508,9.224786,EEA
debw019,48.396836,9.979031,EEA
debw022,48.578178,7.802317,EEA
debw023,47.588152,7.633271,EEA
debw024,48.899233,9.172792,EEA
debw026,48.708653,9.414453,EEA
debw027,48.488887,9.20732,EEA
debw029,48.847917,10.096292,EEA
debw033,48.889039,8.665536,EEA
debw034,48.832083,9.300811,EEA
debw037,48.472086,8.412808,EEA
debw038,47.660056,9.485675,EEA
debw039,48.048656,8.463597,EEA
debw040,47.618006,8.223147,EEA
debw042,48.678069,9.227769,EEA
debw046,48.089886,9.800325,EEA
debw052,47.664361,9.169289,EEA
debw056,49.107878,9.733231,EEA
debw073,47.819019,7.567969,EEA
debw076,48.773072,8.220214,EEA
debw080,49.00796,8.38719,EEA
debw081,49.028594,8.355628,EEA
debw084,48.001511,7.832122,EEA
debw098,49.49256,8.47204,EEA
debw099,48.78313,9.18072,EEA
debw107,48.507703,9.051178,EEA
debw110,47.932361,9.237111,EEA
debw111,48.476569,7.937806,EEA
debw112,48.645608,8.904442,EEA
debw116,48.76871,9.18449,EEA
debw117,48.8892,9.19003,EEA
debw118,48.7881,9.19101,EEA
debw120,48.80102,9.01652,EEA
debw121,48.95934,9.20515,EEA
debw122,47.9882,7.85992,EEA
debw125,49.00371,8.52628,EEA
debw126,49.00536,8.36927,EEA
debw127,48.01343,7.85502,EEA
debw128,48.946655,8.844231,EEA
debw130,48.88803,8.69587,EEA
debw133,49.05513,9.24402,EEA
debw134,48.80377,9.22036,EEA
debw135,48.59476,8.86912,EEA
debw136,48.52023,9.05802,EEA
debw138,48.39463,9.98348,EEA
debw142,48.90292,9.08135,EEA
debw147,48.48933,9.21079,EEA
debw148,48.96047,9.18403,EEA
debw149,48.80923,9.57939,EEA
debw151,49.40725,8.677,EEA
debw152,49.146,9.22589,EEA
debw153,48.40411,9.98731,EEA
debw154,48.93795,9.20434,EEA
debw156,48.22915,8.39062,EEA
debw157,48.67271,9.378665,EEA
debw196,48.804628,9.277553,EEA
debw197,48.33051,7.92429,EEA
debw219,48.94503,9.43699,EEA
debw220,48.74158,9.31445,EEA
debw221,47.66908,9.18133,EEA
debw222,48.63667,9.79804,EEA
debw223,48.68996,9.16726,EEA
debw226,47.6567,9.46702,EEA
deby001,49.304889,10.572297,EEA
deby004,49.869422,9.171544,EEA
deby006,48.364589,10.895029,EEA
deby007,48.376576,10.88837,EEA
deby009,49.89833,10.887686,EEA
deby010,49.947083,11.575755,EEA
deby012,48.177175,12.829314,EEA
deby014,50.260578,10.959312,EEA
deby020,50.320611,11.897492,EEA
deby021,48.769444,11.428766,EEA
deby028,48.909518,11.879245,EEA
deby031,47.72514,10.306561,EEA
deby032,50.103135,11.442591,EEA
deby033,48.539801,12.157051,EEA
deby035,47.557473,9.688869,EEA
deby037,48.137252,11.564924,EEA
deby039,48.154534,11.554669,EEA
deby043,48.179023,11.514714,EEA
deby052,48.397079,10.008293,EEA
deby053,49.44591,11.088444,EEA
deby054,49.477066,11.105847,EEA
deby056,49.47221,10.984705,EEA
deby058,49.462229,11.0248,EEA
deby062,48.9724,13.128932,EEA
deby063,49.015245,12.101557,EEA
deby067,49.321955,12.128139,EEA
deby068,50.048397,10.232076,EEA
deby075,49.67895,12.159361,EEA
deby076,49.794579,9.935939,EEA
deby077,49.804695,9.95642,EEA
deby079,47.73344,12.891241,EEA
deby081,47.476395,11.063066,EEA
deby088,48.021657,12.538174,EEA
deby089,48.173194,11.648036,EEA
deby093,49.487983,11.786341,EEA
deby099,48.326013,10.903051,EEA
deby110,48.370237,10.896221,EEA
deby111,49.943637,11.570088,EEA
deby113,49.605914,10.963528,EEA
deby114,48.142742,11.59228,EEA
deby115,48.149606,11.536513,EEA
deby116,49.602627,11.001317,EEA
deby118,48.573629,13.422039,EEA
deby119,49.790526,9.947654,EEA
deby120,49.440478,11.036096,EEA
deby123,47.483194,11.062283,EEA
deby188,49.32273,11.02792,EEA
deby189,48.18169,11.46445,EEA
dehb001,53.077151,8.81578,EEA
dehb002,53.060045,8.916966,EEA
dehb004,53.180946,8.625456,EEA
dehb005,53.562455,8.569405,EEA
dehb006,53.078663,8.825173,EEA
dehb010,53.150065,8.71137,EEA
dehb011,53.585262,8.59876,EEA
dehb012,53.131717,8.735062,EEA
dehb013,53.1177,8.69506,EEA
dehe001,49.872303,8.664619,EEA
dehe005,50.10175,8.542517,EEA
dehe008,50.125332,8.746343,EEA
dehe009,50.080726,8.515592,EEA
dehe011,50.13577,8.9215699999999991,EEA
dehe013,51.314248,9.483397,EEA
dehe018,50.010325,8.451527,EEA
dehe020,50.567185,8.500619,EEA
dehe022,50.050343,8.244949,EEA
dehe030,50.804258,8.769324,EEA
dehe032,50.970024,9.80026,EEA
dehe037,50.077191,8.230316,EEA
dehe040,49.869457,8.653745,EEA
dehe041,50.124589,8.691911,EEA
dehe042,50.532965,8.684397,EEA
dehe044,50.383217,8.060998,EEA
dehe045,49.672507,9.001981,EEA
dehe049,51.312076,9.49112,EEA
dehe058,50.549297,9.682162,EEA
dehe059,50.550028,9.684854,EEA
dehe061,50.584108,8.668579,EEA
dehe062,50.807167,8.770508,EEA
dehe063,49.643238,8.642,EEA
dehe094,49.827775,8.832221,EEA
dehe095,50.575364,8.492018,EEA
dehe112,50.072119,8.228865,EEA
dehe116,50.101494,8.784892,EEA
dehe131,50.386426,8.059909,EEA
dehe134,50.546384,9.680167,EEA
dehh008,53.56414,9.967882,EEA
dehh015,53.523262,10.021227,EEA
dehh016,53.52902,10.081685,EEA
dehh021,53.487669,10.083646,EEA
dehh026,53.560632,9.957236,EEA
dehh033,53.638291,9.998009,EEA
dehh047,53.63074,10.110595,EEA
dehh049,53.568124,9.786234,EEA
dehh050,53.480927,9.857223,EEA
dehh059,53.50793,9.990569,EEA
dehh064,53.564399,9.94458,EEA
dehh068,53.592301,10.053859,EEA
dehh070,53.555668,9.943012,EEA
dehh072,53.535958,9.84408,EEA
dehh073,53.532075,9.832702,EEA
dehh074,53.538531,10.102823,EEA
dehh076,53.46756,9.971705,EEA
dehh079,53.545269,9.944815,EEA
dehh081,53.529158,9.981599,EEA
demv003,53.559784,13.26644,EEA
demv019,53.78175,12.175512,EEA
demv020,54.092278,12.141994,EEA
demv021,54.17133,12.080003,EEA
demv022,54.09262,12.099553,EEA
demv023,53.631805,11.398332,EEA
demv025,54.31923,13.08101,EEA
demv027,54.053175,13.779314,EEA
demv028,53.90226,11.47596,EEA
demv031,54.17729,12.09792,EEA
deni016,51.90158,10.48132,EEA
deni020,52.44081,10.81638,EEA
deni028,51.50758,10.23854,EEA
deni029,53.36235,7.20726,EEA
deni031,53.59617,8.09059,EEA
deni038,52.25534,8.05286,EEA
deni042,51.55107,9.94976,EEA
deni043,52.49855,7.31747,EEA
deni048,52.359478,9.7155,EEA
deni054,52.36292,9.70612,EEA
