var,est,lowCI,upCI,tsLength,buffer,responseVar,greenSpaceVar,biome,pollutant,aic,r2m,r2c
green,-0.04648779034566948,-0.10541177014975993,0.012436189458420968,6,15,ConcentrationMean,ndvi,Savanna/grassland,PM10,-112.17694043895756,0.3676495134762638,0.7639988417596232
totEmission,0.005032502491072049,-0.049375927327854535,0.059440932309998626,6,15,ConcentrationMean,ndvi,Savanna/grassland,PM10,-112.17694043895756,0.3676495134762638,0.7639988417596232
total_precipitation,-0.03265071054513021,-0.09839115248662186,0.033089731396361434,6,15,ConcentrationMean,ndvi,Savanna/grassland,PM10,-112.17694043895756,0.3676495134762638,0.7639988417596232
relative_humidity,-0.12867075221112234,-0.21337813234085795,-0.04396337208138672,6,15,ConcentrationMean,ndvi,Savanna/grassland,PM10,-112.17694043895756,0.3676495134762638,0.7639988417596232
temperature_2m,0.04487508015255866,-0.019143893003681647,0.10889405330879896,6,15,ConcentrationMean,ndvi,Savanna/grassland,PM10,-112.17694043895756,0.3676495134762638,0.7639988417596232
wind_abs,0.0032756819570926156,-0.033046765449818466,0.0395981293640037,6,15,ConcentrationMean,ndvi,Savanna/grassland,PM10,-112.17694043895756,0.3676495134762638,0.7639988417596232
green,-0.02985535234932874,-0.06700286181611861,0.0072921571174611385,6,15,ConcentrationMean,ndvi,Savanna/grassland,PM25,-332.30715094230186,0.29641803757887414,0.6683497516358752
totEmission,0.01972981069178553,-0.022981123861007428,0.06244074524457849,6,15,ConcentrationMean,ndvi,Savanna/grassland,PM25,-332.30715094230186,0.29641803757887414,0.6683497516358752
total_precipitation,0.01891618916373617,-0.01647635279485453,0.05430873112232687,6,15,ConcentrationMean,ndvi,Savanna/grassland,PM25,-332.30715094230186,0.29641803757887414,0.6683497516358752
relative_humidity,-0.07733714228537598,-0.1279673416884312,-0.02670694288232074,6,15,ConcentrationMean,ndvi,Savanna/grassland,PM25,-332.30715094230186,0.29641803757887414,0.6683497516358752
temperature_2m,0.04552833890469646,0.0027531870378420115,0.0883034907715509,6,15,ConcentrationMean,ndvi,Savanna/grassland,PM25,-332.30715094230186,0.29641803757887414,0.6683497516358752
wind_abs,-3.81450727828296e-4,-0.028503500142360066,0.027740598686703474,6,15,ConcentrationMean,ndvi,Savanna/grassland,PM25,-332.30715094230186,0.29641803757887414,0.6683497516358752
green,-0.0021821391298030898,-0.014424732554863332,0.010060454295257152,6,15,ConcentrationMean,ndvi,Savanna/grassland,O3,-3015.728974075073,0.22837280932533485,0.7851050540517924
totEmission,6.485395561598567e-4,-0.011366005644590886,0.012663084756910598,6,15,ConcentrationMean,ndvi,Savanna/grassland,O3,-3015.728974075073,0.22837280932533485,0.7851050540517924
total_precipitation,0.008499871254322642,-8.642326320466385e-4,0.01786397514069192,6,15,ConcentrationMean,ndvi,Savanna/grassland,O3,-3015.728974075073,0.22837280932533485,0.7851050540517924
relative_humidity,-0.07264525762632046,-0.08764904168390127,-0.05764147356873965,6,15,ConcentrationMean,ndvi,Savanna/grassland,O3,-3015.728974075073,0.22837280932533485,0.7851050540517924
temperature_2m,0.016681348354320627,0.002446114319621117,0.030916582389020137,6,15,ConcentrationMean,ndvi,Savanna/grassland,O3,-3015.728974075073,0.22837280932533485,0.7851050540517924
wind_abs,0.009438081762612268,-0.0013246898252696534,0.020200853350494187,6,15,ConcentrationMean,ndvi,Savanna/grassland,O3,-3015.728974075073,0.22837280932533485,0.7851050540517924
green,-0.04212208990988403,-0.05365175291950301,-0.030592426900265052,6,15,ConcentrationMax,ndvi,Forest mixed,NO2,-4359.08251639158,0.08106309607959275,0.8543319331140036
totEmission,0.04304325633566502,0.031271629626518777,0.05481488304481126,6,15,ConcentrationMax,ndvi,Forest mixed,NO2,-4359.08251639158,0.08106309607959275,0.8543319331140036
total_precipitation,-0.02864605738118597,-0.03642998233444166,-0.02086213242793028,6,15,ConcentrationMax,ndvi,Forest mixed,NO2,-4359.08251639158,0.08106309607959275,0.8543319331140036
relative_humidity,0.0036312750120025654,-0.004949349306003445,0.012211899330008576,6,15,ConcentrationMax,ndvi,Forest mixed,NO2,-4359.08251639158,0.08106309607959275,0.8543319331140036
temperature_2m,-0.05318236810342007,-0.06423610642575622,-0.04212862978108392,6,15,ConcentrationMax,ndvi,Forest mixed,NO2,-4359.08251639158,0.08106309607959275,0.8543319331140036
wind_abs,-0.018053279569203547,-0.026666292203758775,-0.009440266934648318,6,15,ConcentrationMax,ndvi,Forest mixed,NO2,-4359.08251639158,0.08106309607959275,0.8543319331140036
green,0.001092899243277923,-0.012128523263582347,0.014314321750138194,6,15,ConcentrationMax,ndvi,Forest mixed,PM10,-1354.523172656096,0.10813868409235743,0.8266163531642267
totEmission,0.019997532573464125,0.004710420891490303,0.035284644255437946,6,15,ConcentrationMax,ndvi,Forest mixed,PM10,-1354.523172656096,0.10813868409235743,0.8266163531642267
total_precipitation,-0.030510398515264683,-0.03991753939811515,-0.02110325763241422,6,15,ConcentrationMax,ndvi,Forest mixed,PM10,-1354.523172656096,0.10813868409235743,0.8266163531642267
relative_humidity,-0.03965963886045413,-0.0492967936507879,-0.030022484070120356,6,15,ConcentrationMax,ndvi,Forest mixed,PM10,-1354.523172656096,0.10813868409235743,0.8266163531642267
temperature_2m,-0.06728089350468448,-0.0803880101938167,-0.05417377681555228,6,15,ConcentrationMax,ndvi,Forest mixed,PM10,-1354.523172656096,0.10813868409235743,0.8266163531642267
wind_abs,0.04347982554550278,0.03349332259078909,0.05346632850021647,6,15,ConcentrationMax,ndvi,Forest mixed,PM10,-1354.523172656096,0.10813868409235743,0.8266163531642267
green,-0.004042982826426516,-0.026506376228823715,0.018420410575970686,6,15,ConcentrationMax,ndvi,Forest mixed,PM25,37.97191557874612,0.09308068733320714,0.8777138813385728
totEmission,-0.0012511673564667286,-0.032335559813953016,0.02983322510101956,6,15,ConcentrationMax,ndvi,Forest mixed,PM25,37.97191557874612,0.09308068733320714,0.8777138813385728
total_precipitation,-0.01726443255987566,-0.03194471028464241,-0.002584154835108911,6,15,ConcentrationMax,ndvi,Forest mixed,PM25,37.97191557874612,0.09308068733320714,0.8777138813385728
relative_humidity,-0.011784259676107791,-0.03066750323378594,0.00709898388157036,6,15,ConcentrationMax,ndvi,Forest mixed,PM25,37.97191557874612,0.09308068733320714,0.8777138813385728
temperature_2m,-0.07722325311947113,-0.0975987674846168,-0.05684773875432547,6,15,ConcentrationMax,ndvi,Forest mixed,PM25,37.97191557874612,0.09308068733320714,0.8777138813385728
wind_abs,0.056926086931996606,0.040784175917688126,0.07306799794630509,6,15,ConcentrationMax,ndvi,Forest mixed,PM25,37.97191557874612,0.09308068733320714,0.8777138813385728
green,0.0037528169352188554,-0.0031125977561149753,0.010618231626552687,6,15,ConcentrationMax,ndvi,Forest mixed,O3,-9397.66718801143,0.18462545530063174,0.6877292183209791
totEmission,-0.004921002703845132,-0.01220838304046188,0.002366377632771615,6,15,ConcentrationMax,ndvi,Forest mixed,O3,-9397.66718801143,0.18462545530063174,0.6877292183209791
total_precipitation,0.02382456282361162,0.01841593864560514,0.029233187001618102,6,15,ConcentrationMax,ndvi,Forest mixed,O3,-9397.66718801143,0.18462545530063174,0.6877292183209791
relative_humidity,-0.07300757726020732,-0.07914909896283506,-0.06686605555757957,6,15,ConcentrationMax,ndvi,Forest mixed,O3,-9397.66718801143,0.18462545530063174,0.6877292183209791
temperature_2m,0.0010558799295857554,-0.0062173376242189065,0.008329097483390417,6,15,ConcentrationMax,ndvi,Forest mixed,O3,-9397.66718801143,0.18462545530063174,0.6877292183209791
wind_abs,-0.002226088755068751,-0.008074187786069987,0.003622010275932485,6,15,ConcentrationMax,ndvi,Forest mixed,O3,-9397.66718801143,0.18462545530063174,0.6877292183209791
green,0.007126980669934339,-0.013926562555224151,0.02818052389509283,6,15,ConcentrationMax,ndvi,Mediterranean forest/shrubland,NO2,-954.9842008106534,0.057919989324770715,0.8735164548326225
totEmission,0.015539413129398926,-0.006255077759953048,0.0373339040187509,6,15,ConcentrationMax,ndvi,Mediterranean forest/shrubland,NO2,-954.9842008106534,0.057919989324770715,0.8735164548326225
total_precipitation,-0.03703949527799383,-0.05028666729661195,-0.023792323259375706,6,15,ConcentrationMax,ndvi,Mediterranean forest/shrubland,NO2,-954.9842008106534,0.057919989324770715,0.8735164548326225
relative_humidity,-0.06194162866335287,-0.08796012401462693,-0.03592313331207882,6,15,ConcentrationMax,ndvi,Mediterranean forest/shrubland,NO2,-954.9842008106534,0.057919989324770715,0.8735164548326225
temperature_2m,-0.046815700879676674,-0.07147664007473581,-0.02215476168461754,6,15,ConcentrationMax,ndvi,Mediterranean forest/shrubland,NO2,-954.9842008106534,0.057919989324770715,0.8735164548326225
wind_abs,-0.050543573647409676,-0.06838421762175098,-0.03270292967306837,6,15,ConcentrationMax,ndvi,Mediterranean forest/shrubland,NO2,-954.9842008106534,0.057919989324770715,0.8735164548326225
green,-0.02174588570421481,-0.04478631018263121,0.0012945387742015861,6,15,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM10,-452.2270735579841,0.0618383983038739,0.6935238845280227
totEmission,0.003701597573655828,-0.011340662842616322,0.01874385798992798,6,15,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM10,-452.2270735579841,0.0618383983038739,0.6935238845280227
total_precipitation,-0.04085307544813499,-0.05836763297657821,-0.023338517919691767,6,15,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM10,-452.2270735579841,0.0618383983038739,0.6935238845280227
relative_humidity,0.019317920340997875,-0.013789087667244019,0.05242492834923977,6,15,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM10,-452.2270735579841,0.0618383983038739,0.6935238845280227
temperature_2m,0.045117502166520274,0.016676298055521212,0.07355870627751934,6,15,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM10,-452.2270735579841,0.0618383983038739,0.6935238845280227
wind_abs,-0.04717839775424787,-0.06731716903933033,-0.02703962646916541,6,15,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM10,-452.2270735579841,0.0618383983038739,0.6935238845280227
green,0.04360727893601758,-0.00434341374566196,0.09155797161769713,6,15,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM25,542.2414848639019,0.12586120022790787,0.7104844784540308
totEmission,0.0015191974408389456,-0.02733144816853801,0.0303698430502159,6,15,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM25,542.2414848639019,0.12586120022790787,0.7104844784540308
total_precipitation,-0.12698781753611652,-0.1604975026146441,-0.09347813245758893,6,15,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM25,542.2414848639019,0.12586120022790787,0.7104844784540308
relative_humidity,0.1671698099458966,0.10352121156777688,0.23081840832401634,6,15,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM25,542.2414848639019,0.12586120022790787,0.7104844784540308
temperature_2m,-0.02720084693459368,-0.08371605344465832,0.02931435957547096,6,15,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM25,542.2414848639019,0.12586120022790787,0.7104844784540308
wind_abs,-0.08229487932836588,-0.1271952533729483,-0.03739450528378347,6,15,ConcentrationMax,ndvi,Mediterranean forest/shrubland,PM25,542.2414848639019,0.12586120022790787,0.7104844784540308
green,0.013114660674121363,0.0035258788893584234,0.022703442458884303,6,15,ConcentrationMax,ndvi,Mediterranean forest/shrubland,O3,-6805.242520008491,0.1429250851826919,0.7339929497759973
totEmission,-0.018020229859417036,-0.027689139851543424,-0.008351319867290648,6,15,ConcentrationMax,ndvi,Mediterranean forest/shrubland,O3,-6805.242520008491,0.1429250851826919,0.7339929497759973
total_precipitation,0.016725094484393105,0.010217616952415765,0.023232572016370447,6,15,ConcentrationMax,ndvi,Mediterranean forest/shrubland,O3,-6805.242520008491,0.1429250851826919,0.7339929497759973
relative_humidity,-0.07244308252579713,-0.08551031146484206,-0.0593758535867522,6,15,ConcentrationMax,ndvi,Mediterranean forest/shrubland,O3,-6805.242520008491,0.1429250851826919,0.7339929497759973
temperature_2m,-0.0018629206881352867,-0.01329862045496437,0.009572779078693796,6,15,ConcentrationMax,ndvi,Mediterranean forest/shrubland,O3,-6805.242520008491,0.1429250851826919,0.7339929497759973
wind_abs,0.012056538142562174,0.003937778771826227,0.02017529751329812,6,15,ConcentrationMax,ndvi,Mediterranean forest/shrubland,O3,-6805.242520008491,0.1429250851826919,0.7339929497759973
green,-0.01844021066489312,-0.04845428883718024,0.011573867507394,6,15,ConcentrationMax,ndvi,Forest coniferous,NO2,-574.9324824214673,0.14686960688856565,0.8948040524543476
totEmission,0.0044119296268935555,-0.039711090033713765,0.04853494928750087,6,15,ConcentrationMax,ndvi,Forest coniferous,NO2,-574.9324824214673,0.14686960688856565,0.8948040524543476
total_precipitation,-0.020594603300852953,-0.04365155221463149,0.0024623456129255795,6,15,ConcentrationMax,ndvi,Forest coniferous,NO2,-574.9324824214673,0.14686960688856565,0.8948040524543476
relative_humidity,-0.09902602948390765,-0.1265752128252602,-0.07147684614255508,6,15,ConcentrationMax,ndvi,Forest coniferous,NO2,-574.9324824214673,0.14686960688856565,0.8948040524543476
temperature_2m,-0.11714192922310158,-0.154935042751312,-0.07934881569489116,6,15,ConcentrationMax,ndvi,Forest coniferous,NO2,-574.9324824214673,0.14686960688856565,0.8948040524543476
wind_abs,-0.06515855444703408,-0.09405709897390123,-0.03626000992016694,6,15,ConcentrationMax,ndvi,Forest coniferous,NO2,-574.9324824214673,0.14686960688856565,0.8948040524543476
green,0.024577350204290103,-0.016439470282311658,0.06559417069089186,6,15,ConcentrationMax,ndvi,Forest coniferous,PM10,392.5119926422203,0.15056409200272533,0.7320323719848123
totEmission,0.00725178711457989,-0.04318826633400921,0.05769184056316899,6,15,ConcentrationMax,ndvi,Forest coniferous,PM10,392.5119926422203,0.15056409200272533,0.7320323719848123
total_precipitation,-0.04704451713685887,-0.08076911440648175,-0.01331991986723599,6,15,ConcentrationMax,ndvi,Forest coniferous,PM10,392.5119926422203,0.15056409200272533,0.7320323719848123
relative_humidity,-0.12786426686766375,-0.17289933518084977,-0.08282919855447775,6,15,ConcentrationMax,ndvi,Forest coniferous,PM10,392.5119926422203,0.15056409200272533,0.7320323719848123
temperature_2m,0.031983570797971005,-0.014282506359716812,0.07824964795565882,6,15,ConcentrationMax,ndvi,Forest coniferous,PM10,392.5119926422203,0.15056409200272533,0.7320323719848123
wind_abs,-0.012832973580912153,-0.050143119783491535,0.024477172621667233,6,15,ConcentrationMax,ndvi,Forest coniferous,PM10,392.5119926422203,0.15056409200272533,0.7320323719848123
green,0.06926587916672673,-0.021289012182019507,0.15982077051547297,6,15,ConcentrationMax,ndvi,Forest coniferous,PM25,727.1095291937772,0.13777783710883734,0.7753984767332885
totEmission,-0.08012911217201599,-0.20285655368225175,0.04259832933821979,6,15,ConcentrationMax,ndvi,Forest coniferous,PM25,727.1095291937772,0.13777783710883734,0.7753984767332885
total_precipitation,-0.060863611649599046,-0.13654020907600659,0.0148129857768085,6,15,ConcentrationMax,ndvi,Forest coniferous,PM25,727.1095291937772,0.13777783710883734,0.7753984767332885
relative_humidity,-0.1062269763735274,-0.2049545588264511,-0.0074993939206036975,6,15,ConcentrationMax,ndvi,Forest coniferous,PM25,727.1095291937772,0.13777783710883734,0.7753984767332885
temperature_2m,-2.1095849607317225e-4,-0.10596993287374683,0.1055480158816005,6,15,ConcentrationMax,ndvi,Forest coniferous,PM25,727.1095291937772,0.13777783710883734,0.7753984767332885
wind_abs,-0.13049716744266068,-0.20558221562038298,-0.05541211926493837,6,15,ConcentrationMax,ndvi,Forest coniferous,PM25,727.1095291937772,0.13777783710883734,0.7753984767332885
green,-0.005769234462648564,-0.02524999187465147,0.013711522949354342,6,15,ConcentrationMax,ndvi,Forest coniferous,O3,-1049.828062526689,0.32612463416650334,0.735387825669773
totEmission,-0.02310535107874346,-0.05006394911024631,0.0038532469527593864,6,15,ConcentrationMax,ndvi,Forest coniferous,O3,-1049.828062526689,0.32612463416650334,0.735387825669773
total_precipitation,0.016853850679890356,0.0017223230612999334,0.03198537829848078,6,15,ConcentrationMax,ndvi,Forest coniferous,O3,-1049.828062526689,0.32612463416650334,0.735387825669773
relative_humidity,-0.09055016115814771,-0.11382079460154927,-0.06727952771474614,6,15,ConcentrationMax,ndvi,Forest coniferous,O3,-1049.828062526689,0.32612463416650334,0.735387825669773
temperature_2m,0.03251634497067099,0.007325553241021292,0.05770713670032069,6,15,ConcentrationMax,ndvi,Forest coniferous,O3,-1049.828062526689,0.32612463416650334,0.735387825669773
wind_abs,-0.019233505373083746,-0.0423069829281196,0.0038399721819521067,6,15,ConcentrationMax,ndvi,Forest coniferous,O3,-1049.828062526689,0.32612463416650334,0.735387825669773
green,0.00769974115434009,-0.0348369404406574,0.05023642274933759,6,15,ConcentrationMax,ndvi,Savanna/grassland,NO2,-370.4667945627525,0.18259020042532154,0.8819026106081945
totEmission,0.023789287991481323,-0.012618448491696983,0.06019702447465963,6,15,ConcentrationMax,ndvi,Savanna/grassland,NO2,-370.4667945627525,0.18259020042532154,0.8819026106081945
total_precipitation,0.06102292229449406,0.029964843631019675,0.09208100095796845,6,15,ConcentrationMax,ndvi,Savanna/grassland,NO2,-370.4667945627525,0.18259020042532154,0.8819026106081945
relative_humidity,-0.17942372780021432,-0.23430261697671384,-0.1245448386237148,6,15,ConcentrationMax,ndvi,Savanna/grassland,NO2,-370.4667945627525,0.18259020042532154,0.8819026106081945
temperature_2m,-0.1029682094989582,-0.15840764853628825,-0.047528770461628136,6,15,ConcentrationMax,ndvi,Savanna/grassland,NO2,-370.4667945627525,0.18259020042532154,0.8819026106081945
wind_abs,-0.008254772964093252,-0.044678798870498054,0.028169252942311554,6,15,ConcentrationMax,ndvi,Savanna/grassland,NO2,-370.4667945627525,0.18259020042532154,0.8819026106081945
green,-0.0480340598449343,-0.12894977651723066,0.032881656827362056,6,15,ConcentrationMax,ndvi,Savanna/grassland,PM10,87.5246068952199,0.33419819613502094,0.7189988373196615
totEmission,-0.0372168889678035,-0.11104528674991793,0.03661150881431093,6,15,ConcentrationMax,ndvi,Savanna/grassland,PM10,87.5246068952199,0.33419819613502094,0.7189988373196615
total_precipitation,-0.040042544540583314,-0.1328306184992979,0.052745529418131265,6,15,ConcentrationMax,ndvi,Savanna/grassland,PM10,87.5246068952199,0.33419819613502094,0.7189988373196615
relative_humidity,-0.16973048503536928,-0.2867059168780176,-0.05275505319272092,6,15,ConcentrationMax,ndvi,Savanna/grassland,PM10,87.5246068952199,0.33419819613502094,0.7189988373196615
temperature_2m,0.008467396039219513,-0.07704492234573024,0.093979714424169275,6,15,ConcentrationMax,ndvi,Savanna/grassland,PM10,87.5246068952199,0.33419819613502094,0.7189988373196615
wind_abs,-0.01835180601070209,-0.06950019268734417,0.03279658066593999,6,15,ConcentrationMax,ndvi,Savanna/grassland,PM10,87.5246068952199,0.33419819613502094,0.7189988373196615
green,-0.05017477015797237,-0.1123935244795159,0.012043984163571157,6,15,ConcentrationMax,ndvi,Savanna/grassland,PM25,213.91513639280174,0.28432791487335635,0.6415523020123834
totEmission,-0.0439741341783672,-0.11476654020703941,0.02681827185030502,6,15,ConcentrationMax,ndvi,Savanna/grassland,PM25,213.91513639280174,0.28432791487335635,0.6415523020123834
total_precipitation,0.031380898179456045,-0.02936703005757909,0.09212882641649117,6,15,ConcentrationMax,ndvi,Savanna/grassland,PM25,213.91513639280174,0.28432791487335635,0.6415523020123834
relative_humidity,-0.1859394537319717,-0.27183540595585587,-0.10004350150808758,6,15,ConcentrationMax,ndvi,Savanna/grassland,PM25,213.91513639280174,0.28432791487335635,0.6415523020123834
temperature_2m,0.029978448477096194,-0.041516130045027765,0.10147302699922015,6,15,ConcentrationMax,ndvi,Savanna/grassland,PM25,213.91513639280174,0.28432791487335635,0.6415523020123834
wind_abs,0.009313849854768763,-0.03831713924028704,0.056944838949824564,6,15,ConcentrationMax,ndvi,Savanna/grassland,PM25,213.91513639280174,0.28432791487335635,0.6415523020123834
green,-0.005053141905664904,-0.01821429516072119,0.008108011349391386,6,15,ConcentrationMax,ndvi,Savanna/grassland,O3,-2622.549973439434,0.3556056339564699,0.7286915505001121
totEmission,-0.003339690452416136,-0.015684968123683713,0.00900558721885144,6,15,ConcentrationMax,ndvi,Savanna/grassland,O3,-2622.549973439434,0.3556056339564699,0.7286915505001121
total_precipitation,0.02469768036984041,0.013743896237710516,0.035651464501970306,6,15,ConcentrationMax,ndvi,Savanna/grassland,O3,-2622.549973439434,0.3556056339564699,0.7286915505001121
relative_humidity,-0.10359522583108499,-0.12005833759536266,-0.08713211406680732,6,15,ConcentrationMax,ndvi,Savanna/grassland,O3,-2622.549973439434,0.3556056339564699,0.7286915505001121
temperature_2m,0.014093027651300313,-1.287215799009589e-4,0.028314776882501586,6,15,ConcentrationMax,ndvi,Savanna/grassland,O3,-2622.549973439434,0.3556056339564699,0.7286915505001121
wind_abs,0.010727912338909028,-8.914526304040129e-4,0.02234727730822207,6,15,ConcentrationMax,ndvi,Savanna/grassland,O3,-2622.549973439434,0.3556056339564699,0.7286915505001121
green,-0.03132583477359526,-0.04136488737232376,-0.021286782174866768,6,30,ConcentrationMean,ndvi,Forest mixed,NO2,-8014.7837480854505,0.05826994915402734,0.9257372772903086
totEmission,0.04154429615810049,0.03144880549850572,0.051639786817695266,6,30,ConcentrationMean,ndvi,Forest mixed,NO2,-8014.7837480854505,0.05826994915402734,0.9257372772903086
total_precipitation,-0.03133223690896654,-0.037786878722464,-0.024877595095469083,6,30,ConcentrationMean,ndvi,Forest mixed,NO2,-8014.7837480854505,0.05826994915402734,0.9257372772903086
relative_humidity,0.0014693981963629923,-0.005538662771649203,0.008477459164375187,6,30,ConcentrationMean,ndvi,Forest mixed,NO2,-8014.7837480854505,0.05826994915402734,0.9257372772903086
temperature_2m,-0.00958077970901225,-0.01896425923665771,-1.9730018136678885e-4,6,30,ConcentrationMean,ndvi,Forest mixed,NO2,-8014.7837480854505,0.05826994915402734,0.9257372772903086
wind_abs,-0.02716775460580355,-0.034374446738744235,-0.01996106247286286,6,30,ConcentrationMean,ndvi,Forest mixed,NO2,-8014.7837480854505,0.05826994915402734,0.9257372772903086
green,-0.0072036108941705085,-0.016737929905640495,0.0023307081172994773,6,30,ConcentrationMean,ndvi,Forest mixed,PM10,-7815.147097189285,0.11875258823982374,0.8579317983780513
totEmission,0.02517328864773901,0.014237667391407154,0.03610890990407087,6,30,ConcentrationMean,ndvi,Forest mixed,PM10,-7815.147097189285,0.11875258823982374,0.8579317983780513
total_precipitation,-0.036741029529261275,-0.04328797655622282,-0.030194082502299734,6,30,ConcentrationMean,ndvi,Forest mixed,PM10,-7815.147097189285,0.11875258823982374,0.8579317983780513
relative_humidity,-0.02161880126022187,-0.028299257124629947,-0.01493834539581379,6,30,ConcentrationMean,ndvi,Forest mixed,PM10,-7815.147097189285,0.11875258823982374,0.8579317983780513
temperature_2m,-6.54133293342609e-4,-0.009873079979380793,0.008564813392695577,6,30,ConcentrationMean,ndvi,Forest mixed,PM10,-7815.147097189285,0.11875258823982374,0.8579317983780513
wind_abs,-0.02640258712258974,-0.03336840483929897,-0.019436769405880513,6,30,ConcentrationMean,ndvi,Forest mixed,PM10,-7815.147097189285,0.11875258823982374,0.8579317983780513
green,-0.01004671013425245,-0.026098699340476646,0.006005279071971747,6,30,ConcentrationMean,ndvi,Forest mixed,PM25,-2586.7959816906005,0.09469451604394673,0.8931950917214291
totEmission,0.0057700390517288905,-0.01680908581565263,0.02834916391911041,6,30,ConcentrationMean,ndvi,Forest mixed,PM25,-2586.7959816906005,0.09469451604394673,0.8931950917214291
total_precipitation,-0.027763171101042514,-0.03819251449318092,-0.017333827708904112,6,30,ConcentrationMean,ndvi,Forest mixed,PM25,-2586.7959816906005,0.09469451604394673,0.8931950917214291
relative_humidity,-0.0034300381661912602,-0.016853282923286833,0.009993206590904313,6,30,ConcentrationMean,ndvi,Forest mixed,PM25,-2586.7959816906005,0.09469451604394673,0.8931950917214291
temperature_2m,-0.011371713699793892,-0.02585777348205978,0.003114346082472,6,30,ConcentrationMean,ndvi,Forest mixed,PM25,-2586.7959816906005,0.09469451604394673,0.8931950917214291
wind_abs,-0.016326778243389035,-0.02778364929315814,-0.004869907193619929,6,30,ConcentrationMean,ndvi,Forest mixed,PM25,-2586.7959816906005,0.09469451604394673,0.8931950917214291
green,0.00220900450657027,-0.0044826769241851725,0.008900685937325714,6,30,ConcentrationMean,ndvi,Forest mixed,O3,-10928.553066276621,0.11942399384395967,0.7771718181488183
totEmission,-0.0015108831308553148,-0.008729845890385973,0.005708079628675343,6,30,ConcentrationMean,ndvi,Forest mixed,O3,-10928.553066276621,0.11942399384395967,0.7771718181488183
total_precipitation,0.023064030270909065,0.01807016839633869,0.028057892145479442,6,30,ConcentrationMean,ndvi,Forest mixed,O3,-10928.553066276621,0.11942399384395967,0.7771718181488183
relative_humidity,-0.0751978238966584,-0.08085674364515315,-0.06953890414816365,6,30,ConcentrationMean,ndvi,Forest mixed,O3,-10928.553066276621,0.11942399384395967,0.7771718181488183
temperature_2m,-0.024082043209273055,-0.031125988698857097,-0.017038097719689012,6,30,ConcentrationMean,ndvi,Forest mixed,O3,-10928.553066276621,0.11942399384395967,0.7771718181488183
wind_abs,0.02979871449598128,0.02438306231217882,0.03521436667978374,6,30,ConcentrationMean,ndvi,Forest mixed,O3,-10928.553066276621,0.11942399384395967,0.7771718181488183
green,-5.176214765981755e-4,-0.020693476582994454,0.0196582336297981,6,30,ConcentrationMean,ndvi,Mediterranean forest/shrubland,NO2,-1899.6030940740602,0.053028442687998965,0.9112610138607349
totEmission,0.02838671418238072,0.007963658761259162,0.04880976960350228,6,30,ConcentrationMean,ndvi,Mediterranean forest/shrubland,NO2,-1899.6030940740602,0.053028442687998965,0.9112610138607349
total_precipitation,-0.03102122601257877,-0.04293580826809336,-0.019106643757064178,6,30,ConcentrationMean,ndvi,Mediterranean forest/shrubland,NO2,-1899.6030940740602,0.053028442687998965,0.9112610138607349
relative_humidity,-0.03976431029835865,-0.06407965713541323,-0.015448963461304064,6,30,ConcentrationMean,ndvi,Mediterranean forest/shrubland,NO2,-1899.6030940740602,0.053028442687998965,0.9112610138607349
temperature_2m,-0.03380967641170534,-0.057139388844598224,-0.010479963978812453,6,30,ConcentrationMean,ndvi,Mediterranean forest/shrubland,NO2,-1899.6030940740602,0.053028442687998965,0.9112610138607349
wind_abs,-0.07220039883207281,-0.08864107522804412,-0.0557597224361015,6,30,ConcentrationMean,ndvi,Mediterranean forest/shrubland,NO2,-1899.6030940740602,0.053028442687998965,0.9112610138607349
green,-0.02455393379018392,-0.0424112788758563,-0.006696588704511536,6,30,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM10,-2839.5336897092657,0.1770096080620774,0.7996699863600544
totEmission,0.01600816853115822,0.005243530243500645,0.026772806818815796,6,30,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM10,-2839.5336897092657,0.1770096080620774,0.7996699863600544
total_precipitation,-0.0353207500506003,-0.04771662820423758,-0.022924871896963017,6,30,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM10,-2839.5336897092657,0.1770096080620774,0.7996699863600544
relative_humidity,0.0029019220958067774,-0.022585291628206047,0.0283891358198196,6,30,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM10,-2839.5336897092657,0.1770096080620774,0.7996699863600544
temperature_2m,0.07659684047878343,0.05443810837762804,0.09875557257993882,6,30,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM10,-2839.5336897092657,0.1770096080620774,0.7996699863600544
wind_abs,-0.040092291313909484,-0.054987569485439446,-0.025197013142379522,6,30,ConcentrationMean,ndvi,Mediterranean forest/shrubland,PM10,-2839.5336897092657,0.1770096080620774,0.7996699863600544
