"site","site_name","latitude","longitude","elevation","country","country_iso_code","site_type","site_area","date_start","date_end","network","eu_code","eoi_code","observation_count","data_source"
"se0042a","Karlskoga",59.326389,14.523338,120,"sweden","SE","background","urban",2003-01-01 00:00:00,2007-05-09 00:00:00,NA,NA,NA,721,"airbase"
"se0043a","Trelleborg",55.3733299994983,13.15806,3,"sweden","SE","background","urban",2003-01-01 00:00:00,2012-12-31 00:00:00,"NET-SE002A","STA-SE0043A","SE0043A",3473,"airbase"
"se0044a","Karlshamn",56.170002,14.9114,10,"sweden","SE","background","urban",2003-01-01 00:00:00,2006-12-31 00:00:00,NA,NA,NA,813,"airbase"
"se0045a","Mariestad Kyrkogatan",58.7097589995239,13.821763,55,"sweden","SE","background","urban",2003-01-01 00:00:00,2019-12-30 08:02:00,"NET-SE0008C","STA-SE0045A","SE0045A",865,"airbase; aqer:e1a"
"se0046a","Sandviken",60.621666,16.776119,75,"sweden","SE","background","urban",2003-01-01 00:00:00,2005-04-04 00:00:00,NA,NA,NA,409,"airbase"
"se0047a","Skövde",58.389446,13.842508,155,"sweden","SE","background","urban",2003-01-01 00:00:00,2004-12-31 00:00:00,NA,NA,NA,346,"airbase"
"se0048a","Örebro Rådhuset",59.2723019995289,15.212126,52,"sweden","SE","background","urban",2016-01-04 10:30:00,2019-12-30 11:00:00,"NET-SE1880A","STA-SE0048A","SE0048A",117,"aqer:e1a"
"se0049a","Örnsköldsvik",63.288887,18.716125,20,"sweden","SE","background","urban",2003-01-01 00:00:00,2005-04-04 00:00:00,NA,NA,NA,480,"airbase"
"se0050a","Stockholm Norrlandsgatan 29",59.3364399995294,18.070844,4,"sweden","SE","traffic","urban",2003-01-01 00:00:00,2017-12-31 22:00:00,"NET-SE0004C","STA-SE0050A","SE0050A",342823,"airbase; aqer:e1a"
"se0051a","Sollentuna",59.420002,17.940004,10,"sweden","SE","background","urban",2003-01-01 00:00:00,2006-12-31 23:00:00,NA,NA,NA,32867,"airbase"
"se0052a","Helsingborg Söder",56.007222,12.725842,10,"sweden","SE","background","suburban",2004-01-01 00:00:00,2009-09-28 18:00:00,NA,NA,NA,144505,"airbase"
"se0053a","Helsingborg Norr",56.047270999503,12.691271,25,"sweden","SE","background","urban",2004-01-01 00:00:00,2022-06-14 01:00:00,"NET-SE0001C","STA-SE0053A","SE0053A",391027,"airbase; aqer:e1a; aqer:e2a"
"se0053r","Rickleå",64.0864999995785,20.9398,10,"sweden","SE","background","rural",2015-12-31 23:00:00,2019-12-28 08:00:00,"NET-SE0005C","STA-SE0053R","SE0053R",753,"aqer:e1a"
"se0054a","Lund Spyken",55.7008319995005,13.200842,60,"sweden","SE","background","urban",2004-01-01 00:00:00,2022-06-14 01:00:00,"NET-SE0001C","STA-SE0054A","SE0054A",491544,"airbase; aqer:e1a; aqer:e2a"
